Date,Region,Cases,Deaths
2020-04-28,RR,425,6
2020-04-29,RR,452,6
2020-04-30,RR,519,7
2020-05-01,RR,602,8
2020-05-02,RR,668,9
2020-05-03,RR,740,11
2020-05-04,RR,806,11
2020-05-05,RR,869,11
2020-05-06,RR,932,13
2020-05-07,RR,1020,14
2020-05-08,RR,1124,16
2020-05-09,RR,1202,18
2020-05-10,RR,1290,21
2020-05-11,RR,1295,24
2020-05-12,RR,1328,27
2020-03-19,PA,1,0
2020-03-20,PA,2,0
2020-03-21,PA,2,0
2020-03-22,PA,4,0
2020-03-23,PA,5,0
2020-03-24,PA,5,0
2020-03-25,PA,7,0
2020-03-26,PA,13,0
2020-03-27,PA,13,0
2020-03-28,PA,17,0
2020-03-29,PA,18,0
2020-03-30,PA,21,0
2020-03-31,PA,32,0
2020-04-01,PA,40,1
2020-04-02,PA,46,1
2020-04-03,PA,50,1
2020-04-04,PA,80,1
2020-04-05,PA,86,1
2020-04-06,PA,102,3
2020-04-07,PA,138,5
2020-04-08,PA,167,6
2020-04-09,PA,168,7
2020-04-10,PA,170,9
2020-04-11,PA,217,10
2020-04-12,PA,246,13
2020-04-13,PA,270,15
2020-04-14,PA,323,19
2020-04-15,PA,384,21
2020-04-16,PA,438,24
2020-04-17,PA,557,26
2020-04-18,PA,640,33
2020-04-19,PA,685,34
2020-04-20,PA,902,35
2020-04-21,PA,1026,38
2020-04-22,PA,1195,43
2020-04-23,PA,1267,53
2020-04-24,PA,1446,75
2020-04-25,PA,1579,86
2020-04-26,PA,1867,100
2020-04-27,PA,2128,114
2020-04-28,PA,2262,129
2020-04-29,PA,2422,137
2020-04-30,PA,2876,208
2020-05-01,PA,3176,235
2020-05-02,PA,3460,273
2020-05-03,PA,3863,309
2020-05-04,PA,4125,330
2020-05-05,PA,4472,369
2020-05-06,PA,5017,392
2020-05-07,PA,5524,410
2020-05-08,PA,6141,515
2020-05-09,PA,6775,578
2020-05-10,PA,7256,652
2020-05-11,PA,7563,708
2020-05-12,PA,8616,864
2020-03-20,AP,1,0
2020-03-21,AP,1,0
2020-03-22,AP,1,0
2020-03-23,AP,1,0
2020-03-24,AP,1,0
2020-03-25,AP,1,0
2020-03-26,AP,2,0
2020-03-27,AP,2,0
2020-03-28,AP,4,0
2020-03-29,AP,4,0
2020-03-30,AP,8,0
2020-03-31,AP,10,0
2020-04-01,AP,11,0
2020-04-02,AP,11,0
2020-04-03,AP,19,0
2020-04-04,AP,28,1
2020-04-05,AP,29,2
2020-04-06,AP,34,2
2020-04-07,AP,48,2
2020-04-08,AP,107,2
2020-04-09,AP,128,2
2020-04-10,AP,166,2
2020-04-11,AP,193,3
2020-04-12,AP,230,5
2020-04-13,AP,242,5
2020-04-14,AP,307,6
2020-04-15,AP,334,7
2020-04-16,AP,362,9
2020-04-17,AP,370,10
2020-04-18,AP,393,10
2020-04-19,AP,416,11
2020-04-20,AP,433,13
2020-04-21,AP,457,13
2020-04-22,AP,479,14
2020-04-23,AP,548,16
2020-04-24,AP,633,18
2020-04-25,AP,685,19
2020-04-26,AP,798,21
2020-04-27,AP,842,26
2020-04-28,AP,918,28
2020-04-29,AP,1016,31
2020-04-30,AP,1080,34
2020-05-01,AP,1121,37
2020-05-02,AP,1187,40
2020-05-03,AP,1482,43
2020-05-04,AP,1733,49
2020-05-05,AP,1931,55
2020-05-06,AP,2046,56
2020-05-07,AP,2199,61
2020-05-08,AP,2322,66
2020-05-09,AP,2493,69
2020-05-10,AP,2613,72
2020-05-11,AP,2671,73
2020-05-12,AP,2910,86
2020-03-19,TO,1,0
2020-03-20,TO,1,0
2020-03-21,TO,2,0
2020-03-22,TO,2,0
2020-03-23,TO,5,0
2020-03-24,TO,7,0
2020-03-25,TO,7,0
2020-03-26,TO,7,0
2020-03-27,TO,8,0
2020-03-28,TO,9,0
2020-03-29,TO,9,0
2020-03-30,TO,10,0
2020-03-31,TO,11,0
2020-04-01,TO,12,0
2020-04-02,TO,12,0
2020-04-03,TO,12,0
2020-04-04,TO,14,0
2020-04-05,TO,17,0
2020-04-06,TO,17,0
2020-04-07,TO,19,0
2020-04-08,TO,23,0
2020-04-09,TO,23,0
2020-04-10,TO,23,0
2020-04-11,TO,23,0
2020-04-12,TO,25,0
2020-04-13,TO,26,0
2020-04-14,TO,26,0
2020-04-15,TO,26,1
2020-04-16,TO,29,1
2020-04-17,TO,31,1
2020-04-18,TO,33,1
2020-04-19,TO,33,1
2020-04-20,TO,34,1
2020-04-21,TO,37,1
2020-04-22,TO,37,1
2020-04-23,TO,37,2
2020-04-24,TO,43,2
2020-04-25,TO,50,2
2020-04-26,TO,58,2
2020-04-27,TO,67,2
2020-04-28,TO,79,2
2020-04-29,TO,116,3
2020-04-30,TO,137,3
2020-05-01,TO,164,3
2020-05-02,TO,191,4
2020-05-03,TO,246,4
2020-05-04,TO,267,6
2020-05-05,TO,303,7
2020-05-06,TO,351,9
2020-05-07,TO,423,9
2020-05-08,TO,494,9
2020-05-09,TO,572,9
2020-05-10,TO,688,11
2020-05-11,TO,747,12
2020-05-12,TO,828,14
2020-03-08,MG,1,0
2020-03-09,MG,1,0
2020-03-10,MG,1,0
2020-03-11,MG,1,0
2020-03-12,MG,1,0
2020-03-13,MG,2,0
2020-03-14,MG,2,0
2020-03-15,MG,2,0
2020-03-16,MG,5,0
2020-03-17,MG,7,0
2020-03-18,MG,15,0
2020-03-19,MG,29,0
2020-03-20,MG,35,0
2020-03-21,MG,38,0
2020-03-22,MG,83,0
2020-03-23,MG,128,0
2020-03-24,MG,130,0
2020-03-25,MG,133,0
2020-03-26,MG,153,0
2020-03-27,MG,189,0
2020-03-28,MG,205,0
2020-03-29,MG,231,0
2020-03-30,MG,261,1
2020-03-31,MG,275,2
2020-04-01,MG,314,3
2020-04-02,MG,370,4
2020-04-03,MG,397,6
2020-04-04,MG,430,6
2020-04-05,MG,498,6
2020-04-06,MG,525,9
2020-04-07,MG,559,11
2020-04-08,MG,614,14
2020-04-09,MG,655,15
2020-04-10,MG,698,17
2020-04-11,MG,750,17
2020-04-12,MG,806,20
2020-04-13,MG,815,23
2020-04-14,MG,884,27
2020-04-15,MG,903,30
2020-04-16,MG,958,33
2020-04-17,MG,1021,35
2020-04-18,MG,1077,39
2020-04-19,MG,1154,39
2020-04-20,MG,1189,41
2020-04-21,MG,1230,44
2020-04-22,MG,1283,47
2020-04-23,MG,1308,51
2020-04-24,MG,1419,54
2020-04-25,MG,1481,58
2020-04-26,MG,1548,61
2020-04-27,MG,1586,62
2020-04-28,MG,1649,71
2020-04-29,MG,1758,80
2020-04-30,MG,1827,82
2020-05-01,MG,1935,88
2020-05-02,MG,2023,88
2020-05-03,MG,2118,89
2020-05-04,MG,2347,90
2020-05-05,MG,2452,94
2020-05-06,MG,2605,97
2020-05-07,MG,2770,106
2020-05-08,MG,2943,111
2020-05-09,MG,3123,118
2020-05-10,MG,3237,119
2020-05-11,MG,3320,121
2020-05-12,MG,3435,127
2020-03-06,ES,1,0
2020-03-07,ES,1,0
2020-03-08,ES,1,0
2020-03-09,ES,1,0
2020-03-10,ES,1,0
2020-03-11,ES,1,0
2020-03-12,ES,1,0
2020-03-13,ES,1,0
2020-03-14,ES,1,0
2020-03-15,ES,1,0
2020-03-16,ES,1,0
2020-03-17,ES,1,0
2020-03-18,ES,9,0
2020-03-19,ES,11,0
2020-03-20,ES,13,0
2020-03-21,ES,26,0
2020-03-22,ES,26,0
2020-03-23,ES,29,0
2020-03-24,ES,33,0
2020-03-25,ES,39,0
2020-03-26,ES,39,0
2020-03-27,ES,47,0
2020-03-28,ES,53,0
2020-03-29,ES,60,0
2020-03-30,ES,72,0
2020-03-31,ES,84,0
2020-04-01,ES,96,0
2020-04-02,ES,120,1
2020-04-03,ES,139,4
2020-04-04,ES,153,5
2020-04-05,ES,166,6
2020-04-06,ES,194,6
2020-04-07,ES,209,6
2020-04-08,ES,227,6
2020-04-09,ES,273,6
2020-04-10,ES,300,7
2020-04-11,ES,349,9
2020-04-12,ES,383,9
2020-04-13,ES,430,14
2020-04-14,ES,463,17
2020-04-15,ES,557,18
2020-04-16,ES,754,22
2020-04-17,ES,856,25
2020-04-18,ES,952,28
2020-04-19,ES,1099,30
2020-04-20,ES,1168,33
2020-04-21,ES,1212,34
2020-04-22,ES,1313,34
2020-04-23,ES,1363,42
2020-04-24,ES,1381,42
2020-04-25,ES,1595,47
2020-04-26,ES,1703,51
2020-04-27,ES,1796,57
2020-04-28,ES,1874,64
2020-04-29,ES,2107,76
2020-04-30,ES,2465,83
2020-05-01,ES,2662,96
2020-05-02,ES,2948,102
2020-05-03,ES,3086,114
2020-05-04,ES,3226,122
2020-05-05,ES,3402,133
2020-05-06,ES,3568,145
2020-05-07,ES,3838,155
2020-05-08,ES,4242,165
2020-05-09,ES,4412,172
2020-05-10,ES,4599,181
2020-05-11,ES,4819,196
2020-05-12,ES,5087,212
2020-03-05,RJ,1,0
2020-03-06,RJ,1,0
2020-03-07,RJ,2,0
2020-03-08,RJ,3,0
2020-03-09,RJ,3,0
2020-03-10,RJ,8,0
2020-03-11,RJ,13,0
2020-03-12,RJ,16,0
2020-03-13,RJ,16,0
2020-03-14,RJ,22,0
2020-03-15,RJ,24,0
2020-03-16,RJ,31,0
2020-03-17,RJ,33,0
2020-03-18,RJ,45,0
2020-03-19,RJ,65,2
2020-03-20,RJ,109,2
2020-03-21,RJ,119,3
2020-03-22,RJ,186,3
2020-03-23,RJ,233,4
2020-03-24,RJ,305,6
2020-03-25,RJ,370,6
2020-03-26,RJ,421,9
2020-03-27,RJ,493,10
2020-03-28,RJ,558,13
2020-03-29,RJ,600,17
2020-03-30,RJ,657,18
2020-03-31,RJ,708,23
2020-04-01,RJ,832,28
2020-04-02,RJ,992,41
2020-04-03,RJ,1074,47
2020-04-04,RJ,1246,58
2020-04-05,RJ,1394,64
2020-04-06,RJ,1461,71
2020-04-07,RJ,1688,89
2020-04-08,RJ,1938,106
2020-04-09,RJ,2216,122
2020-04-10,RJ,2464,147
2020-04-11,RJ,2607,155
2020-04-12,RJ,2855,170
2020-04-13,RJ,3231,188
2020-04-14,RJ,3410,224
2020-04-15,RJ,3743,265
2020-04-16,RJ,3944,300
2020-04-17,RJ,4349,341
2020-04-18,RJ,4543,387
2020-04-19,RJ,4765,402
2020-04-20,RJ,4899,422
2020-04-21,RJ,5306,461
2020-04-22,RJ,5552,490
2020-04-23,RJ,6172,530
2020-04-24,RJ,6282,570
2020-04-25,RJ,6828,615
2020-04-26,RJ,7111,645
2020-04-27,RJ,7944,677
2020-04-28,RJ,8504,738
2020-04-29,RJ,8869,794
2020-04-30,RJ,9453,854
2020-05-01,RJ,10166,921
2020-05-02,RJ,10546,971
2020-05-03,RJ,11139,1019
2020-05-04,RJ,11721,1065
2020-05-05,RJ,12391,1123
2020-05-06,RJ,13295,1205
2020-05-07,RJ,14156,1394
2020-05-08,RJ,15741,1503
2020-05-09,RJ,16929,1653
2020-05-10,RJ,17062,1714
2020-05-11,RJ,17939,1770
2020-05-12,RJ,18486,1928
2020-02-26,SP,1,0
2020-02-27,SP,1,0
2020-02-28,SP,1,0
2020-02-29,SP,2,0
2020-03-01,SP,2,0
2020-03-02,SP,2,0
2020-03-03,SP,2,0
2020-03-04,SP,3,0
2020-03-05,SP,6,0
2020-03-06,SP,10,0
2020-03-07,SP,13,0
2020-03-08,SP,16,0
2020-03-09,SP,16,0
2020-03-10,SP,19,0
2020-03-11,SP,30,0
2020-03-12,SP,42,0
2020-03-13,SP,56,0
2020-03-14,SP,65,0
2020-03-15,SP,136,0
2020-03-16,SP,152,0
2020-03-17,SP,164,1
2020-03-18,SP,240,4
2020-03-19,SP,286,4
2020-03-20,SP,396,9
2020-03-21,SP,459,15
2020-03-22,SP,631,22
2020-03-23,SP,745,30
2020-03-24,SP,810,40
2020-03-25,SP,862,48
2020-03-26,SP,1052,58
2020-03-27,SP,1223,68
2020-03-28,SP,1406,84
2020-03-29,SP,1451,98
2020-03-30,SP,1517,113
2020-03-31,SP,2339,136
2020-04-01,SP,2981,164
2020-04-02,SP,3506,188
2020-04-03,SP,4048,219
2020-04-04,SP,4466,260
2020-04-05,SP,4620,275
2020-04-06,SP,4866,304
2020-04-07,SP,5682,371
2020-04-08,SP,6708,428
2020-04-09,SP,7480,496
2020-04-10,SP,8216,540
2020-04-11,SP,8419,560
2020-04-12,SP,8755,588
2020-04-13,SP,8895,608
2020-04-14,SP,9371,695
2020-04-15,SP,11043,778
2020-04-16,SP,11568,853
2020-04-17,SP,12841,928
2020-04-18,SP,13894,991
2020-04-19,SP,14267,1015
2020-04-20,SP,14580,1037
2020-04-21,SP,15385,1093
2020-04-22,SP,15914,1134
2020-04-23,SP,16740,1345
2020-04-24,SP,17826,1512
2020-04-25,SP,20004,1667
2020-04-26,SP,20715,1700
2020-04-27,SP,21696,1825
2020-04-28,SP,24041,2049
2020-04-29,SP,26158,2247
2020-04-30,SP,28698,2375
2020-05-01,SP,30374,2511
2020-05-02,SP,31174,2586
2020-05-03,SP,31772,2627
2020-05-04,SP,32187,2654
2020-05-05,SP,34053,2851
2020-05-06,SP,37853,3045
2020-05-07,SP,39928,3206
2020-05-08,SP,41830,3416
2020-05-09,SP,44411,3608
2020-05-10,SP,45444,3709
2020-05-11,SP,46131,3743
2020-05-12,SP,47719,3949
2020-03-12,PR,6,0
2020-03-13,PR,6,0
2020-03-14,PR,6,0
2020-03-15,PR,6,0
2020-03-16,PR,6,0
2020-03-17,PR,6,0
2020-03-18,PR,13,0
2020-03-19,PR,23,0
2020-03-20,PR,32,0
2020-03-21,PR,43,0
2020-03-22,PR,50,0
2020-03-23,PR,56,0
2020-03-24,PR,65,0
2020-03-25,PR,81,0
2020-03-26,PR,102,0
2020-03-27,PR,119,2
2020-03-28,PR,133,2
2020-03-29,PR,148,2
2020-03-30,PR,155,3
2020-03-31,PR,179,3
2020-04-01,PR,224,3
2020-04-02,PR,252,4
2020-04-03,PR,301,4
2020-04-04,PR,395,6
2020-04-05,PR,438,9
2020-04-06,PR,458,11
2020-04-07,PR,503,15
2020-04-08,PR,539,17
2020-04-09,PR,609,22
2020-04-10,PR,643,25
2020-04-11,PR,676,26
2020-04-12,PR,738,30
2020-04-13,PR,756,31
2020-04-14,PR,791,36
2020-04-15,PR,803,38
2020-04-16,PR,832,41
2020-04-17,PR,874,42
2020-04-18,PR,945,46
2020-04-19,PR,987,48
2020-04-20,PR,1007,51
2020-04-21,PR,1024,51
2020-04-22,PR,1063,57
2020-04-23,PR,1082,60
2020-04-24,PR,1119,64
2020-04-25,PR,1140,69
2020-04-26,PR,1156,72
2020-04-27,PR,1186,75
2020-04-28,PR,1271,77
2020-04-29,PR,1348,82
2020-04-30,PR,1407,83
2020-05-01,PR,1447,89
2020-05-02,PR,1492,90
2020-05-03,PR,1514,93
2020-05-04,PR,1562,94
2020-05-05,PR,1588,99
2020-05-06,PR,1627,101
2020-05-07,PR,1656,104
2020-05-08,PR,1711,106
2020-05-09,PR,1785,107
2020-05-10,PR,1835,109
2020-05-11,PR,1849,111
2020-05-12,PR,1906,113
2020-03-13,SC,2,0
2020-03-14,SC,4,0
2020-03-15,SC,6,0
2020-03-16,SC,7,0
2020-03-17,SC,7,0
2020-03-18,SC,10,0
2020-03-19,SC,20,0
2020-03-20,SC,21,0
2020-03-21,SC,51,0
2020-03-22,SC,57,0
2020-03-23,SC,68,0
2020-03-24,SC,107,0
2020-03-25,SC,109,0
2020-03-26,SC,122,1
2020-03-27,SC,149,1
2020-03-28,SC,184,1
2020-03-29,SC,194,1
2020-03-30,SC,197,1
2020-03-31,SC,219,2
2020-04-01,SC,235,2
2020-04-02,SC,247,2
2020-04-03,SC,281,5
2020-04-04,SC,334,5
2020-04-05,SC,357,10
2020-04-06,SC,379,10
2020-04-07,SC,417,11
2020-04-08,SC,457,15
2020-04-09,SC,501,17
2020-04-10,SC,693,18
2020-04-11,SC,732,21
2020-04-12,SC,768,24
2020-04-13,SC,777,24
2020-04-14,SC,826,26
2020-04-15,SC,853,28
2020-04-16,SC,884,29
2020-04-17,SC,926,30
2020-04-18,SC,962,31
2020-04-19,SC,975,32
2020-04-20,SC,1025,35
2020-04-21,SC,1063,35
2020-04-22,SC,1091,37
2020-04-23,SC,1115,39
2020-04-24,SC,1170,42
2020-04-25,SC,1209,42
2020-04-26,SC,1235,42
2020-04-27,SC,1337,43
2020-04-28,SC,1476,44
2020-04-29,SC,1995,44
2020-04-30,SC,2085,46
2020-05-01,SC,2104,48
2020-05-02,SC,2346,52
2020-05-03,SC,2346,52
2020-05-04,SC,2519,52
2020-05-05,SC,2623,55
2020-05-06,SC,2917,59
2020-05-07,SC,3082,63
2020-05-08,SC,3205,63
2020-05-09,SC,3372,64
2020-05-10,SC,3429,65
2020-05-11,SC,3529,69
2020-05-12,SC,3733,73
2020-03-10,RS,1,0
2020-03-11,RS,2,0
2020-03-12,RS,4,0
2020-03-13,RS,4,0
2020-03-14,RS,6,0
2020-03-15,RS,6,0
2020-03-16,RS,6,0
2020-03-17,RS,10,0
2020-03-18,RS,19,0
2020-03-19,RS,28,0
2020-03-20,RS,37,0
2020-03-21,RS,60,0
2020-03-22,RS,72,0
2020-03-23,RS,86,0
2020-03-24,RS,98,0
2020-03-25,RS,123,1
2020-03-26,RS,168,1
2020-03-27,RS,195,2
2020-03-28,RS,197,2
2020-03-29,RS,226,2
2020-03-30,RS,241,3
2020-03-31,RS,274,4
2020-04-01,RS,306,4
2020-04-02,RS,334,5
2020-04-03,RS,396,5
2020-04-04,RS,410,6
2020-04-05,RS,418,7
2020-04-06,RS,481,7
2020-04-07,RS,508,8
2020-04-08,RS,555,9
2020-04-09,RS,618,12
2020-04-10,RS,636,14
2020-04-11,RS,640,15
2020-04-12,RS,653,16
2020-04-13,RS,664,16
2020-04-14,RS,700,18
2020-04-15,RS,747,19
2020-04-16,RS,780,19
2020-04-17,RS,802,22
2020-04-18,RS,831,24
2020-04-19,RS,854,24
2020-04-20,RS,889,27
2020-04-21,RS,904,27
2020-04-22,RS,923,27
2020-04-23,RS,994,29
2020-04-24,RS,1061,31
2020-04-25,RS,1096,34
2020-04-26,RS,1166,35
2020-04-27,RS,1228,42
2020-04-28,RS,1286,45
2020-04-29,RS,1368,50
2020-04-30,RS,1466,51
2020-05-01,RS,1529,58
2020-05-02,RS,1619,62
2020-05-03,RS,1666,65
2020-05-04,RS,1711,74
2020-05-05,RS,1815,79
2020-05-06,RS,2050,87
2020-05-07,RS,2129,90
2020-05-08,RS,2447,91
2020-05-09,RS,2493,95
2020-05-10,RS,2542,97
2020-05-11,RS,2576,105
